Soilcolor,Ph,K,P,N,Zn,S,Humidity_Winter,Humidity_Spring,Humidity_Summer,Humidity_Autumn,TempMax_Winter,TempMax_Spring,TempMax_Summer,TempMax_Autumn,TempMin_Winter,TempMin_Spring,TempMin_Summer,TempMin_Autumn,Rainfall_Winter,Rainfall_Spring,Rainfall_Summer,Rainfall_Autumn,WindDir_10m,SoilMoisture_Top,CloudCover,WindSpeed_2m,SurfacePressure,Crop_Label,Seasonal Average (TempMax),Seasonal Average (TempMin),Unnamed: 31,Soil_Fertility_Index,Macro_to_Micro,Humidity_Avg,Rainfall_Avg,TempRange_Winter,TempRange_Spring,TempRange_Summer,TempRange_Autumn,TempMax_Avg,TempMin_Avg,Rainfall_Temp_Ratio
0.568,0.571,0.153,0.001,0.100,0.015,0.025,0.457,0.534,0.700,0.633,0.875,0.681,0.477,0.646,0.715,0.685,0.722,0.696,0.313,0.556,0.678,0.418,0.010,0.643,0.821,0.030,0.567,6.000,0.756,0.717,,0.110,0.373,0.602,0.522,0.854,0.540,0.149,0.241,0.722,0.713,0.487
0.568,0.810,0.159,0.001,0.071,0.020,0.025,0.457,0.534,0.700,0.633,0.875,0.681,0.477,0.646,0.715,0.685,0.722,0.696,0.313,0.556,0.678,0.418,0.010,0.643,0.821,0.030,0.567,6.000,0.756,0.717,,0.114,0.370,0.602,0.522,0.854,0.540,0.149,0.241,0.722,0.713,0.487
0.568,0.667,0.073,0.004,0.100,0.020,0.033,0.457,0.534,0.700,0.633,0.875,0.681,0.477,0.646,0.715,0.685,0.722,0.696,0.313,0.556,0.678,0.418,0.010,0.643,0.821,0.030,0.567,6.000,0.756,0.717,,0.052,0.155,0.602,0.522,0.854,0.540,0.149,0.241,0.722,0.713,0.487
0.568,0.405,0.178,0.003,0.143,0.020,0.042,0.457,0.534,0.700,0.633,0.875,0.681,0.477,0.646,0.715,0.685,0.722,0.696,0.313,0.556,0.678,0.418,0.010,0.643,0.821,0.030,0.567,6.000,0.756,0.717,,0.129,0.291,0.602,0.522,0.854,0.540,0.149,0.241,0.722,0.713,0.487
0.568,0.452,0.176,0.001,0.143,0.015,0.033,0.457,0.534,0.700,0.633,0.875,0.681,0.477,0.646,0.715,0.685,0.722,0.696,0.313,0.556,0.678,0.418,0.010,0.643,0.821,0.030,0.567,6.000,0.756,0.717,,0.127,0.348,0.602,0.522,0.854,0.540,0.149,0.241,0.722,0.713,0.487
0.568,0.524,0.168,0.001,0.186,0.015,0.033,0.457,0.534,0.700,0.633,0.875,0.681,0.477,0.646,0.715,0.685,0.722,0.696,0.313,0.556,0.678,0.418,0.010,0.643,0.821,0.030,0.567,6.000,0.756,0.717,,0.121,0.334,0.602,0.522,0.854,0.540,0.149,0.241,0.722,0.713,0.487
0.568,0.405,0.125,0.003,0.157,0.022,0.033,0.457,0.534,0.700,0.633,0.875,0.681,0.477,0.646,0.715,0.685,0.722,0.696,0.313,0.556,0.678,0.418,0.010,0.643,0.821,0.030,0.567,6.000,0.756,0.717,,0.090,0.243,0.602,0.522,0.854,0.540,0.149,0.241,0.722,0.713,0.487
0.568,0.476,0.123,0.015,0.114,0.126,0.067,0.819,0.734,0.917,0.826,0.949,1.000,0.909,1.000,0.790,0.866,0.940,0.840,0.716,0.578,0.466,0.443,0.044,0.107,0.075,0.000,1.000,6.000,0.997,0.871,,0.092,0.095,0.841,0.435,0.910,0.747,0.279,0.362,0.997,0.865,0.342
0.568,0.548,0.098,0.037,0.057,0.031,0.025,0.819,0.734,0.917,0.826,0.949,1.000,0.909,1.000,0.790,0.866,0.940,0.840,0.716,0.578,0.466,0.443,0.044,0.107,0.075,0.000,1.000,6.000,0.997,0.871,,0.080,0.243,0.841,0.435,0.910,0.747,0.279,0.362,0.997,0.865,0.342
0.864,0.310,0.222,0.001,0.157,0.029,0.084,0.331,0.279,0.626,0.515,0.990,0.915,0.863,0.961,0.731,0.726,0.752,0.701,0.270,0.116,0.233,0.000,0.189,0.357,0.972,0.017,0.754,6.000,0.992,0.745,,0.161,0.196,0.459,0.022,1.000,0.934,0.419,0.555,0.987,0.736,0.000
0.568,0.500,0.143,0.006,0.200,0.053,0.067,0.819,0.734,0.917,0.826,0.949,1.000,0.909,1.000,0.790,0.866,0.940,0.840,0.716,0.578,0.466,0.443,0.044,0.107,0.075,0.000,1.000,6.000,0.997,0.871,,0.104,0.141,0.841,0.435,0.910,0.747,0.279,0.362,0.997,0.865,0.342
0.864,0.262,0.196,0.015,0.243,0.031,0.050,0.295,0.246,0.276,0.290,0.726,0.380,0.091,0.175,0.450,0.460,0.343,0.455,0.633,0.352,0.542,0.247,0.249,0.786,1.000,0.034,0.247,6.000,0.467,0.439,,0.146,0.266,0.281,0.390,0.805,0.487,0.207,0.161,0.386,0.442,0.463
0.568,0.405,0.044,0.010,0.257,0.062,0.109,0.681,0.600,0.525,0.547,0.742,0.517,0.102,0.369,0.397,0.413,0.441,0.443,0.824,0.718,0.836,0.692,0.194,0.750,1.000,0.014,0.425,6.000,0.531,0.424,,0.032,0.030,0.591,0.796,0.858,0.905,0.124,0.381,0.474,0.428,0.828
0.568,0.810,0.190,0.008,0.157,0.022,0.059,0.295,0.246,0.276,0.290,0.726,0.380,0.091,0.175,0.450,0.460,0.343,0.455,0.633,0.352,0.542,0.247,0.249,0.786,1.000,0.034,0.247,6.000,0.467,0.439,,0.139,0.236,0.281,0.390,0.805,0.487,0.207,0.161,0.386,0.442,0.463
0.568,0.667,0.224,0.001,0.114,0.013,0.025,0.295,0.246,0.276,0.290,0.726,0.380,0.091,0.175,0.450,0.460,0.343,0.455,0.633,0.352,0.542,0.247,0.249,0.786,1.000,0.034,0.247,6.000,0.467,0.439,,0.163,0.543,0.281,0.390,0.805,0.487,0.207,0.161,0.386,0.442,0.463
0.568,0.405,0.165,0.003,0.186,0.018,0.059,0.295,0.246,0.276,0.290,0.726,0.380,0.091,0.175,0.450,0.460,0.343,0.455,0.633,0.352,0.542,0.247,0.249,0.786,1.000,0.034,0.247,6.000,0.467,0.439,,0.119,0.210,0.281,0.390,0.805,0.487,0.207,0.161,0.386,0.442,0.463
0.727,0.664,0.060,0.001,0.129,0.025,0.070,0.295,0.246,0.276,0.290,0.726,0.380,0.091,0.175,0.450,0.460,0.343,0.455,0.633,0.352,0.542,0.247,0.249,0.786,1.000,0.034,0.247,6.000,0.467,0.439,,0.041,0.068,0.281,0.390,0.805,0.487,0.207,0.161,0.386,0.442,0.463
0.727,0.500,0.077,0.002,0.186,0.031,0.058,0.295,0.246,0.276,0.290,0.726,0.380,0.091,0.175,0.450,0.460,0.343,0.455,0.633,0.352,0.542,0.247,0.249,0.786,1.000,0.034,0.247,6.000,0.467,0.439,,0.055,0.098,0.281,0.390,0.805,0.487,0.207,0.161,0.386,0.442,0.463
0.614,0.495,0.071,0.004,0.171,0.031,0.050,0.295,0.246,0.276,0.290,0.726,0.380,0.091,0.175,0.450,0.460,0.343,0.455,0.633,0.352,0.542,0.247,0.249,0.786,1.000,0.034,0.247,6.000,0.467,0.439,,0.050,0.103,0.281,0.390,0.805,0.487,0.207,0.161,0.386,0.442,0.463
0.818,0.524,0.047,0.012,0.114,0.018,0.033,0.524,0.554,0.501,0.499,0.748,0.422,0.054,0.281,0.428,0.418,0.397,0.446,0.626,0.876,0.861,0.696,0.101,0.893,1.000,0.013,0.325,6.000,0.495,0.427,,0.035,0.116,0.527,0.816,0.848,0.689,0.128,0.286,0.427,0.431,0.867
0.614,0.167,0.068,0.005,0.243,0.020,0.067,0.524,0.554,0.501,0.499,0.748,0.422,0.054,0.281,0.428,0.418,0.397,0.446,0.626,0.876,0.861,0.696,0.101,0.893,1.000,0.013,0.325,6.000,0.495,0.427,,0.049,0.084,0.527,0.816,0.848,0.689,0.128,0.286,0.427,0.431,0.867
0.864,0.238,0.040,0.003,0.314,0.018,0.101,0.524,0.554,0.501,0.499,0.748,0.422,0.054,0.281,0.428,0.418,0.397,0.446,0.626,0.876,0.861,0.696,0.101,0.893,1.000,0.013,0.325,6.000,0.495,0.427,,0.027,0.034,0.527,0.816,0.848,0.689,0.128,0.286,0.427,0.431,0.867
0.568,0.381,0.072,0.005,0.186,0.020,0.033,0.524,0.554,0.501,0.499,0.748,0.422,0.054,0.281,0.428,0.418,0.397,0.446,0.626,0.876,0.861,0.696,0.101,0.893,1.000,0.013,0.325,6.000,0.495,0.427,,0.052,0.155,0.527,0.816,0.848,0.689,0.128,0.286,0.427,0.431,0.867
0.568,0.595,0.118,0.003,0.071,0.024,0.033,0.457,0.534,0.700,0.633,0.875,0.681,0.477,0.646,0.715,0.685,0.722,0.696,0.313,0.556,0.678,0.418,0.010,0.643,0.821,0.030,0.567,6.000,0.756,0.717,,0.085,0.227,0.602,0.522,0.854,0.540,0.149,0.241,0.722,0.713,0.487
0.614,0.424,0.088,0.006,0.143,0.043,0.106,0.472,0.620,0.893,0.957,0.924,0.901,0.625,0.768,0.694,0.771,0.730,0.762,0.147,0.664,0.781,0.622,0.000,0.643,0.821,0.033,0.752,6.000,0.889,0.750,,0.063,0.062,0.775,0.642,0.932,0.786,0.256,0.255,0.863,0.752,0.552
0.614,0.452,0.307,0.012,0.257,0.068,0.109,0.681,0.600,0.525,0.547,0.742,0.517,0.102,0.369,0.397,0.413,0.441,0.443,0.824,0.718,0.836,0.692,0.194,0.750,1.000,0.014,0.425,7.000,0.531,0.424,,0.227,0.193,0.591,0.796,0.858,0.905,0.124,0.381,0.474,0.428,0.828
0.614,0.176,0.054,0.004,0.229,0.015,0.194,1.000,1.000,0.976,0.962,0.872,0.842,0.498,0.822,0.721,0.744,0.898,0.728,1.000,0.930,0.963,0.916,0.968,0.750,1.000,0.008,0.879,7.000,0.814,0.783,,0.038,0.020,1.000,1.000,0.846,0.730,0.000,0.367,0.801,0.772,0.884
0.864,0.326,0.465,0.027,0.243,0.079,0.093,0.681,0.600,0.525,0.547,0.742,0.517,0.102,0.369,0.397,0.413,0.441,0.443,0.824,0.718,0.836,0.692,0.194,0.750,1.000,0.014,0.425,7.000,0.531,0.424,,0.348,0.324,0.591,0.796,0.858,0.905,0.124,0.381,0.474,0.428,0.828
0.864,0.619,0.442,0.028,0.286,0.068,0.076,0.295,0.246,0.276,0.290,0.726,0.380,0.091,0.175,0.450,0.460,0.343,0.455,0.633,0.352,0.542,0.247,0.249,0.786,1.000,0.034,0.247,7.000,0.467,0.439,,0.331,0.369,0.281,0.390,0.805,0.487,0.207,0.161,0.386,0.442,0.463
0.614,0.255,0.152,0.006,0.229,0.051,0.084,0.681,0.600,0.525,0.547,0.742,0.517,0.102,0.369,0.397,0.413,0.441,0.443,0.824,0.718,0.836,0.692,0.194,0.750,1.000,0.014,0.425,7.000,0.531,0.424,,0.111,0.126,0.591,0.796,0.858,0.905,0.124,0.381,0.474,0.428,0.828
0.864,0.262,0.365,0.026,0.186,0.077,0.051,0.681,0.600,0.525,0.547,0.742,0.517,0.102,0.369,0.397,0.413,0.441,0.443,0.824,0.718,0.836,0.692,0.194,0.750,1.000,0.014,0.425,7.000,0.531,0.424,,0.274,0.383,0.591,0.796,0.858,0.905,0.124,0.381,0.474,0.428,0.828
0.864,0.262,0.187,0.014,0.186,0.035,0.109,1.000,1.000,0.976,0.962,0.872,0.842,0.498,0.822,0.721,0.744,0.898,0.728,1.000,0.930,0.963,0.916,0.968,0.750,1.000,0.008,0.879,7.000,0.814,0.783,,0.139,0.131,1.000,1.000,0.846,0.730,0.000,0.367,0.801,0.772,0.884
0.614,0.238,0.104,0.010,0.414,0.059,0.093,0.295,0.246,0.276,0.290,0.726,0.380,0.091,0.175,0.450,0.460,0.343,0.455,0.633,0.352,0.542,0.247,0.249,0.786,1.000,0.034,0.247,7.000,0.467,0.439,,0.077,0.080,0.281,0.390,0.805,0.487,0.207,0.161,0.386,0.442,0.463
0.568,0.262,0.196,0.023,0.186,0.053,0.050,0.681,0.600,0.525,0.547,0.742,0.517,0.102,0.369,0.397,0.413,0.441,0.443,0.824,0.718,0.836,0.692,0.194,0.750,1.000,0.014,0.425,7.000,0.531,0.424,,0.148,0.240,0.591,0.796,0.858,0.905,0.124,0.381,0.474,0.428,0.828
0.614,0.357,0.165,0.013,0.386,0.062,0.059,0.681,0.600,0.525,0.547,0.742,0.517,0.102,0.369,0.397,0.413,0.441,0.443,0.824,0.718,0.836,0.692,0.194,0.750,1.000,0.014,0.425,7.000,0.531,0.424,,0.122,0.173,0.591,0.796,0.858,0.905,0.124,0.381,0.474,0.428,0.828
0.614,0.357,0.317,0.060,0.357,0.093,0.042,0.681,0.600,0.525,0.547,0.742,0.517,0.102,0.369,0.397,0.413,0.441,0.443,0.824,0.718,0.836,0.692,0.194,0.750,1.000,0.014,0.425,7.000,0.531,0.424,,0.248,0.360,0.591,0.796,0.858,0.905,0.124,0.381,0.474,0.428,0.828
0.614,0.310,0.083,0.006,0.529,0.061,0.070,0.681,0.600,0.525,0.547,0.742,0.517,0.102,0.369,0.397,0.413,0.441,0.443,0.824,0.718,0.836,0.692,0.194,0.750,1.000,0.014,0.425,7.000,0.531,0.424,,0.060,0.079,0.591,0.796,0.858,0.905,0.124,0.381,0.474,0.428,0.828
0.614,0.357,0.141,0.004,0.357,0.035,0.076,0.681,0.600,0.525,0.547,0.742,0.517,0.102,0.369,0.397,0.413,0.441,0.443,0.824,0.718,0.836,0.692,0.194,0.750,1.000,0.014,0.425,7.000,0.531,0.424,,0.102,0.136,0.591,0.796,0.858,0.905,0.124,0.381,0.474,0.428,0.828
0.614,0.357,0.115,0.023,0.357,0.046,0.076,0.681,0.600,0.525,0.547,0.742,0.517,0.102,0.369,0.397,0.413,0.441,0.443,0.824,0.718,0.836,0.692,0.194,0.750,1.000,0.014,0.425,7.000,0.531,0.424,,0.089,0.113,0.591,0.796,0.858,0.905,0.124,0.381,0.474,0.428,0.828
0.614,0.357,0.151,0.009,0.357,0.025,0.137,0.681,0.600,0.525,0.547,0.742,0.517,0.102,0.369,0.397,0.413,0.441,0.443,0.824,0.718,0.836,0.692,0.194,0.750,1.000,0.014,0.425,7.000,0.531,0.424,,0.111,0.088,0.591,0.796,0.858,0.905,0.124,0.381,0.474,0.428,0.828
0.818,0.238,0.083,0.012,0.329,0.026,0.177,0.681,0.600,0.525,0.547,0.742,0.517,0.102,0.369,0.397,0.413,0.441,0.443,0.824,0.718,0.836,0.692,0.194,0.750,1.000,0.014,0.425,7.000,0.531,0.424,,0.061,0.036,0.591,0.796,0.858,0.905,0.124,0.381,0.474,0.428,0.828
0.614,0.238,0.205,0.106,0.329,0.075,0.126,0.295,0.246,0.276,0.290,0.726,0.380,0.091,0.175,0.450,0.460,0.343,0.455,0.633,0.352,0.542,0.247,0.249,0.786,1.000,0.034,0.247,7.000,0.467,0.439,,0.178,0.133,0.281,0.390,0.805,0.487,0.207,0.161,0.386,0.442,0.463
0.614,0.357,0.222,0.014,0.357,0.042,0.093,0.524,0.554,0.501,0.499,0.748,0.422,0.054,0.281,0.428,0.418,0.397,0.446,0.626,0.876,0.861,0.696,0.101,0.893,1.000,0.013,0.325,7.000,0.495,0.427,,0.165,0.176,0.527,0.816,0.848,0.689,0.128,0.286,0.427,0.431,0.867
0.614,0.357,0.113,0.006,0.357,0.022,0.118,0.524,0.554,0.501,0.499,0.748,0.422,0.054,0.281,0.428,0.418,0.397,0.446,0.626,0.876,0.861,0.696,0.101,0.893,1.000,0.013,0.325,7.000,0.495,0.427,,0.082,0.077,0.527,0.816,0.848,0.689,0.128,0.286,0.427,0.431,0.867
0.568,0.357,0.347,0.058,0.357,0.078,0.068,0.524,0.554,0.501,0.499,0.748,0.422,0.054,0.281,0.428,0.418,0.397,0.446,0.626,0.876,0.861,0.696,0.101,0.893,1.000,0.013,0.325,7.000,0.495,0.427,,0.269,0.312,0.527,0.816,0.848,0.689,0.128,0.286,0.427,0.431,0.867
0.614,0.238,0.195,0.028,0.329,0.026,0.160,0.524,0.554,0.501,0.499,0.748,0.422,0.054,0.281,0.428,0.418,0.397,0.446,0.626,0.876,0.861,0.696,0.101,0.893,1.000,0.013,0.325,7.000,0.495,0.427,,0.149,0.100,0.527,0.816,0.848,0.689,0.128,0.286,0.427,0.431,0.867
0.614,0.238,0.228,0.027,0.329,0.029,0.186,0.524,0.554,0.501,0.499,0.748,0.422,0.054,0.281,0.428,0.418,0.397,0.446,0.626,0.876,0.861,0.696,0.101,0.893,1.000,0.013,0.325,7.000,0.495,0.427,,0.173,0.100,0.527,0.816,0.848,0.689,0.128,0.286,0.427,0.431,0.867
0.864,0.357,0.209,0.011,0.357,0.057,0.106,0.524,0.554,0.501,0.499,0.748,0.422,0.054,0.281,0.428,0.418,0.397,0.446,0.626,0.876,0.861,0.696,0.101,0.893,1.000,0.013,0.325,7.000,0.495,0.427,,0.155,0.141,0.527,0.816,0.848,0.689,0.128,0.286,0.427,0.431,0.867
0.614,0.238,0.218,0.043,0.329,0.033,0.152,0.524,0.554,0.501,0.499,0.748,0.422,0.054,0.281,0.428,0.418,0.397,0.446,0.626,0.876,0.861,0.696,0.101,0.893,1.000,0.013,0.325,7.000,0.495,0.427,,0.170,0.119,0.527,0.816,0.848,0.689,0.128,0.286,0.427,0.431,0.867
0.614,0.238,0.127,0.008,0.329,0.024,0.126,0.524,0.554,0.501,0.499,0.748,0.422,0.054,0.281,0.428,0.418,0.397,0.446,0.626,0.876,0.861,0.696,0.101,0.893,1.000,0.013,0.325,7.000,0.495,0.427,,0.092,0.080,0.527,0.816,0.848,0.689,0.128,0.286,0.427,0.431,0.867
0.614,0.238,0.324,0.040,0.329,0.053,0.109,0.524,0.554,0.501,0.499,0.748,0.422,0.054,0.281,0.428,0.418,0.397,0.446,0.626,0.876,0.861,0.696,0.101,0.893,1.000,0.013,0.325,7.000,0.495,0.427,,0.248,0.220,0.527,0.816,0.848,0.689,0.128,0.286,0.427,0.431,0.867
0.568,0.357,0.068,0.086,0.357,0.018,0.059,0.524,0.554,0.501,0.499,0.748,0.422,0.054,0.281,0.428,0.418,0.397,0.446,0.626,0.876,0.861,0.696,0.101,0.893,1.000,0.013,0.325,7.000,0.495,0.427,,0.071,0.132,0.527,0.816,0.848,0.689,0.128,0.286,0.427,0.431,0.867
0.614,0.424,0.361,0.018,0.329,0.066,0.109,0.547,0.659,0.671,0.727,0.773,0.557,0.114,0.378,0.490,0.510,0.435,0.530,0.482,1.000,1.000,1.000,0.040,1.000,1.000,0.029,0.460,7.000,0.568,0.498,,0.269,0.230,0.671,0.992,0.846,0.735,0.139,0.244,0.509,0.504,1.000
0.614,0.262,0.078,0.005,0.186,0.018,0.126,0.524,0.554,0.501,0.499,0.748,0.422,0.054,0.281,0.428,0.418,0.397,0.446,0.626,0.876,0.861,0.696,0.101,0.893,1.000,0.013,0.325,7.000,0.495,0.427,,0.056,0.051,0.527,0.816,0.848,0.689,0.128,0.286,0.427,0.431,0.867
0.614,0.262,0.270,0.055,0.186,0.088,0.084,0.524,0.554,0.501,0.499,0.748,0.422,0.054,0.281,0.428,0.418,0.397,0.446,0.626,0.876,0.861,0.696,0.101,0.893,1.000,0.013,0.325,7.000,0.495,0.427,,0.212,0.207,0.527,0.816,0.848,0.689,0.128,0.286,0.427,0.431,0.867
0.614,0.357,0.124,0.042,0.357,0.066,0.076,0.524,0.554,0.501,0.499,0.748,0.422,0.054,0.281,0.428,0.418,0.397,0.446,0.626,0.876,0.861,0.696,0.101,0.893,1.000,0.013,0.325,7.000,0.495,0.427,,0.100,0.118,0.527,0.816,0.848,0.689,0.128,0.286,0.427,0.431,0.867
0.568,0.648,0.111,0.001,0.186,0.042,0.093,0.161,0.161,0.282,0.290,0.794,0.433,0.255,0.347,0.585,0.605,0.537,0.633,0.327,0.089,0.460,0.152,0.249,0.393,1.000,0.028,0.311,7.000,0.569,0.597,,0.079,0.087,0.235,0.223,0.819,0.219,0.152,0.042,0.506,0.604,0.268
0.568,0.357,0.213,0.029,0.357,0.020,0.143,0.524,0.554,0.501,0.499,0.748,0.422,0.054,0.281,0.428,0.418,0.397,0.446,0.626,0.876,0.861,0.696,0.101,0.893,1.000,0.013,0.325,7.000,0.495,0.427,,0.162,0.124,0.527,0.816,0.848,0.689,0.128,0.286,0.427,0.431,0.867
0.614,0.357,0.152,0.010,0.357,0.031,0.126,0.524,0.554,0.501,0.499,0.748,0.422,0.054,0.281,0.428,0.418,0.397,0.446,0.626,0.876,0.861,0.696,0.101,0.893,1.000,0.013,0.325,7.000,0.495,0.427,,0.112,0.095,0.527,0.816,0.848,0.689,0.128,0.286,0.427,0.431,0.867
0.614,0.310,0.097,0.003,0.329,0.024,0.152,0.547,0.659,0.671,0.727,0.773,0.557,0.114,0.378,0.490,0.510,0.435,0.530,0.482,1.000,1.000,1.000,0.040,1.000,1.000,0.029,0.460,7.000,0.568,0.498,,0.069,0.050,0.671,0.992,0.846,0.735,0.139,0.244,0.509,0.504,1.000
0.864,0.357,0.067,0.001,0.357,0.026,0.059,0.524,0.554,0.501,0.499,0.748,0.422,0.054,0.281,0.428,0.418,0.397,0.446,0.626,0.876,0.861,0.696,0.101,0.893,1.000,0.013,0.325,7.000,0.495,0.427,,0.047,0.088,0.527,0.816,0.848,0.689,0.128,0.286,0.427,0.431,0.867
0.773,0.357,0.044,0.007,0.357,0.031,0.107,0.524,0.554,0.501,0.499,0.748,0.422,0.054,0.281,0.428,0.418,0.397,0.446,0.626,0.876,0.861,0.696,0.101,0.893,1.000,0.013,0.325,7.000,0.495,0.427,,0.031,0.034,0.527,0.816,0.848,0.689,0.128,0.286,0.427,0.431,0.867
0.864,0.338,0.187,0.014,0.329,0.037,0.101,0.547,0.659,0.671,0.727,0.773,0.557,0.114,0.378,0.490,0.510,0.435,0.530,0.482,1.000,1.000,1.000,0.040,1.000,1.000,0.029,0.460,7.000,0.568,0.498,,0.139,0.141,0.671,0.992,0.846,0.735,0.139,0.244,0.509,0.504,1.000
0.614,0.493,0.051,0.009,0.157,0.031,0.050,0.524,0.554,0.501,0.499,0.748,0.422,0.054,0.281,0.428,0.418,0.397,0.446,0.626,0.876,0.861,0.696,0.101,0.893,1.000,0.013,0.325,7.000,0.495,0.427,,0.037,0.081,0.527,0.816,0.848,0.689,0.128,0.286,0.427,0.431,0.867
0.614,0.190,0.102,0.018,0.429,0.031,0.043,0.524,0.554,0.501,0.499,0.748,0.422,0.054,0.281,0.428,0.418,0.397,0.446,0.626,0.876,0.861,0.696,0.101,0.893,1.000,0.013,0.325,7.000,0.495,0.427,,0.077,0.166,0.527,0.816,0.848,0.689,0.128,0.286,0.427,0.431,0.867
0.614,0.464,0.308,0.012,0.329,0.067,0.134,0.524,0.554,0.501,0.499,0.748,0.422,0.054,0.281,0.428,0.418,0.397,0.446,0.626,0.876,0.861,0.696,0.101,0.893,1.000,0.013,0.325,7.000,0.495,0.427,,0.228,0.164,0.527,0.816,0.848,0.689,0.128,0.286,0.427,0.431,0.867
0.614,0.274,0.221,0.032,0.329,0.068,0.084,0.524,0.554,0.501,0.499,0.748,0.422,0.054,0.281,0.428,0.418,0.397,0.446,0.626,0.876,0.861,0.696,0.101,0.893,1.000,0.013,0.325,7.000,0.495,0.427,,0.169,0.177,0.527,0.816,0.848,0.689,0.128,0.286,0.427,0.431,0.867
0.614,0.214,0.086,0.004,0.529,0.022,0.067,0.524,0.554,0.501,0.499,0.748,0.422,0.054,0.281,0.428,0.418,0.397,0.446,0.626,0.876,0.861,0.696,0.101,0.893,1.000,0.013,0.325,7.000,0.495,0.427,,0.062,0.101,0.527,0.816,0.848,0.689,0.128,0.286,0.427,0.431,0.867
0.568,0.190,0.023,0.010,0.429,0.011,0.101,0.524,0.554,0.501,0.499,0.748,0.422,0.054,0.281,0.428,0.418,0.397,0.446,0.626,0.876,0.861,0.696,0.101,0.893,1.000,0.013,0.325,7.000,0.495,0.427,,0.017,0.024,0.527,0.816,0.848,0.689,0.128,0.286,0.427,0.431,0.867
0.614,0.190,0.147,0.032,0.429,0.035,0.118,0.524,0.554,0.501,0.499,0.748,0.422,0.054,0.281,0.428,0.418,0.397,0.446,0.626,0.876,0.861,0.696,0.101,0.893,1.000,0.013,0.325,7.000,0.495,0.427,,0.114,0.102,0.527,0.816,0.848,0.689,0.128,0.286,0.427,0.431,0.867
0.864,0.274,0.060,0.005,0.329,0.042,0.101,0.524,0.554,0.501,0.499,0.748,0.422,0.054,0.281,0.428,0.418,0.397,0.446,0.626,0.876,0.861,0.696,0.101,0.893,1.000,0.013,0.325,7.000,0.495,0.427,,0.042,0.045,0.527,0.816,0.848,0.689,0.128,0.286,0.427,0.431,0.867
0.568,0.048,0.088,0.019,1.000,0.035,0.186,0.524,0.554,0.501,0.499,0.748,0.422,0.054,0.281,0.428,0.418,0.397,0.446,0.626,0.876,0.861,0.696,0.101,0.893,1.000,0.013,0.325,7.000,0.495,0.427,,0.067,0.037,0.527,0.816,0.848,0.689,0.128,0.286,0.427,0.431,0.867
0.614,0.283,0.050,0.050,0.286,0.024,0.101,0.161,0.161,0.282,0.290,0.794,0.433,0.255,0.347,0.585,0.605,0.537,0.633,0.327,0.089,0.460,0.152,0.249,0.393,1.000,0.028,0.311,7.000,0.569,0.597,,0.047,0.054,0.235,0.223,0.819,0.219,0.152,0.042,0.506,0.604,0.268
0.568,0.524,0.165,0.001,0.129,0.042,0.059,0.681,0.600,0.525,0.547,0.742,0.517,0.102,0.369,0.397,0.413,0.441,0.443,0.824,0.718,0.836,0.692,0.194,0.750,1.000,0.014,0.425,8.000,0.531,0.424,,0.119,0.185,0.591,0.796,0.858,0.905,0.124,0.381,0.474,0.428,0.828
0.614,0.774,0.071,0.002,0.171,0.015,0.000,1.000,1.000,0.976,0.962,0.872,0.842,0.498,0.822,0.721,0.744,0.898,0.728,1.000,0.930,0.963,0.916,0.968,0.750,1.000,0.008,0.879,8.000,0.814,0.783,,0.050,0.517,1.000,1.000,0.846,0.730,0.000,0.367,0.801,0.772,0.884
0.568,0.405,0.197,0.003,0.157,0.031,0.067,1.000,1.000,0.976,0.962,0.872,0.842,0.498,0.822,0.721,0.744,0.898,0.728,1.000,0.930,0.963,0.916,0.968,0.750,1.000,0.008,0.879,8.000,0.814,0.783,,0.143,0.209,1.000,1.000,0.846,0.730,0.000,0.367,0.801,0.772,0.884
0.864,0.238,0.204,0.022,0.300,0.053,0.118,1.000,1.000,0.976,0.962,0.872,0.842,0.498,0.822,0.721,0.744,0.898,0.728,1.000,0.930,0.963,0.916,0.968,0.750,1.000,0.008,0.879,8.000,0.814,0.783,,0.153,0.129,1.000,1.000,0.846,0.730,0.000,0.367,0.801,0.772,0.884
0.864,0.214,0.111,0.004,0.357,0.042,0.076,0.472,0.620,0.893,0.957,0.924,0.901,0.625,0.768,0.694,0.771,0.730,0.762,0.147,0.664,0.781,0.622,0.000,0.643,0.821,0.033,0.752,8.000,0.889,0.750,,0.080,0.105,0.775,0.642,0.932,0.786,0.256,0.255,0.863,0.752,0.552
0.864,0.214,0.051,0.006,0.357,0.053,0.067,0.472,0.620,0.893,0.957,0.924,0.901,0.625,0.768,0.694,0.771,0.730,0.762,0.147,0.664,0.781,0.622,0.000,0.643,0.821,0.033,0.752,8.000,0.889,0.750,,0.037,0.056,0.775,0.642,0.932,0.786,0.256,0.255,0.863,0.752,0.552
0.864,0.214,0.061,0.005,0.357,0.046,0.059,0.457,0.534,0.700,0.633,0.875,0.681,0.477,0.646,0.715,0.685,0.722,0.696,0.313,0.556,0.678,0.418,0.010,0.643,0.821,0.030,0.567,8.000,0.756,0.717,,0.043,0.074,0.602,0.522,0.854,0.540,0.149,0.241,0.722,0.713,0.487
